Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_diff,Power_estimate,Tool_wear_normalized,Torque_speed_ratio,Type_encoded
0.7499999999999929,0.6172839506172849,0.23567631423508562,0.44413407821229045,0.3952569169960474,0.20000000000000484,0.5261011047617221,0.3952569169960474,0.35979936967602927,0.5
0.6739130434782581,0.5925925925925952,0.27643236857649145,0.3365921787709497,0.41897233201581024,0.31111111111111467,0.4051744190229082,0.4189723320158103,0.2651734884438133,0.5
0.5869565217391255,0.518518518518519,0.14412285883047837,0.5684357541899441,0.6126482213438734,0.35555555555555585,0.6091296914005079,0.6126482213438735,0.5071229403499512,0.5
0.17391304347825098,0.2716049382716008,0.27052569403425875,0.3533519553072625,0.6996047430830039,0.7555555555555535,0.4251282334123877,0.6996047430830039,0.27925004606763276,0.5
0.3152173913043441,0.4074074074074119,0.11340815121086822,0.7290502793296089,0.4229249011857707,0.7111111111111119,0.7684100975269357,0.42292490118577075,0.6682502150403938,0.0
0.20652173913043015,0.3456790123456841,0.10927347903130535,0.585195530726257,0.7312252964426877,0.8222222222222217,0.5965509468529758,0.7312252964426877,0.5451628806028409,1.0
0.5217391304347814,0.49382716049382935,0.2793857058476078,0.36033519553072624,0.16205533596837943,0.44444444444443865,0.44034358641097515,0.16205533596837945,0.28152329812643057,0.5
0.4239130434782581,0.4074074074074119,0.14176018901358534,0.5949720670391061,0.0,0.4888888888888927,0.6390328359067944,0.0,0.531095524116964,0.5
0.3369565217391255,0.4197530864197603,0.17660956881275836,0.5293296089385474,0.5494071146245059,0.6888888888888978,0.589752597640841,0.549407114624506,0.45534508805377866,0.5
0.6956521739130395,0.6419753086419746,0.07796810395747189,0.8114525139664804,0.14229249011857706,0.35555555555555585,0.8195116219398437,0.1422924901185771,0.7758519162879892,1.0
0.7391304347826093,0.7037037037037024,0.16420555227406963,0.49022346368715086,0.37549407114624506,0.37777777777777044,0.5305062432106434,0.37549407114624506,0.4301233354546457,0.5
0.4021739130434767,0.5061728395061778,0.6331955109273478,0.15782122905027934,0.5691699604743082,0.7111111111111119,0.26924100687508545,0.5691699604743083,0.0913654443391221,1.0
0.3260869565217348,0.2839506172839492,0.18783225044300056,0.5265363128491619,0.33992094861660077,0.4666666666666657,0.5958711119317623,0.33992094861660077,0.4469412411674227,0.5
0.35869565217391397,0.518518518518519,0.1730655640874188,0.5740223463687151,0.19367588932806323,0.8222222222222093,0.6427509454141718,0.19367588932806323,0.4937734088013453,0.5
0.2717391304347814,0.22222222222222143,0.16538688718251626,0.6508379888268156,0.4229249011857707,0.4666666666666657,0.7311162961346529,0.42292490118577075,0.5616548525581372,0.5
0.2391304347826022,0.3456790123456841,0.17188422917897217,0.49022346368715086,0.2727272727272727,0.7555555555555535,0.536694299698091,0.2727272727272727,0.4260524446153681,0.5
0.5978260869565162,0.7037037037037024,0.16834022445363261,0.5586592178770949,0.15019762845849802,0.6666666666666583,0.6192037178697067,0.15019762845849802,0.48404123006437133,0.0
0.7065217391304301,0.46913580246913966,0.21086828115770817,0.4888268156424581,0.8972332015810276,0.022222222222226806,0.5662821063132325,0.8972332015810277,0.40536428187695883,0.5
0.5760869565217348,0.5308641975308674,0.13526284701712932,0.7067039106145251,0.3557312252964427,0.39999999999999747,0.7668082290000553,0.3557312252964427,0.6307836361250886,1.0
0.7826086956521721,0.5555555555555571,0.24689899586532782,0.3854748603351955,0.25296442687747034,0.022222222222226806,0.45452539848877616,0.25296442687747034,0.31110030828438245,0.5
0.5978260869565162,0.5925925925925952,0.23095097460129943,0.49581005586592175,0.8695652173913043,0.4666666666666657,0.591771719346879,0.8695652173913043,0.4012773095310587,0.0
0.5326086956521721,0.49382716049382935,0.14176018901358534,0.5502793296089384,0.5691699604743082,0.4222222222222245,0.585010539239784,0.5691699604743083,0.4932750902856375,1.0
0.4999999999999929,0.46913580246913966,0.24453632604843467,0.4692737430167597,0.6324110671936758,0.4444444444444515,0.5667904837499073,0.6324110671936759,0.3750683045217333,1.0
0.4130434782608674,0.5432098765432158,0.15770821027761373,0.6173184357541899,0.9051383399209486,0.7555555555555535,0.6818420528856415,0.9051383399209486,0.5391537803148988,0.5
0.35869565217391397,0.49382716049382935,0.17424689899586532,0.48184357541899436,0.2608695652173913,0.7777777777777677,0.5280734653356131,0.2608695652173913,0.41798967782828517,0.0
0.6739130434782581,0.6172839506172849,0.17247489663319548,0.4748603351955307,0.05533596837944664,0.35555555555555585,0.5179143096258391,0.05533596837944664,0.41320456907161884,1.0
0.5869565217391255,0.790123456790127,0.1340815121086828,0.520949720670391,0.6205533596837944,0.8444444444444488,0.5430274355955331,0.6205533596837944,0.47307030296460373,0.5
0.5760869565217348,0.6172839506172849,0.1010041346721795,0.6745810055865921,0.0,0.5555555555555485,0.6914952291655176,0.0,0.6306813303757217,1.0
0.2608695652173836,0.48148148148148806,0.312463083284111,0.3854748603351955,0.8300395256916996,0.9555555555555586,0.497380177596382,0.8300395256916996,0.2890012886422484,0.0
0.7608695652173907,0.7037037037037024,0.12049616066154756,0.5782122905027932,0.33992094861660077,0.3333333333333288,0.5989189785450334,0.33992094861660077,0.5311782218584736,0.0
0.8695652173913047,0.7037037037037024,0.33313644418192545,0.2932960893854749,0.91699604743083,0.1111111111111096,0.37383247045056156,0.9169960474308301,0.21920796267800988,0.5
0.46739130434782794,0.3950617283950635,0.23626698168930893,0.4287709497206703,0.3043478260869565,0.37777777777777044,0.5058571315522538,0.30434782608695654,0.347878677572111,1.0
0.5434782608695627,0.7407407407407405,0.14057885410513882,0.5991620111731844,0.05533596837944664,0.8444444444444363,0.6429583730003622,0.05533596837944664,0.5354397631381241,0.5
0.2391304347826022,0.3333333333333357,0.10750147666863552,0.664804469273743,0.6205533596837944,0.7333333333333265,0.6871416478622969,0.6205533596837944,0.6166957726883362,1.0
0.1630434782608674,0.2716049382716008,0.30419373892498525,0.3798882681564246,0.30039525691699603,0.7777777777777677,0.4839033795109505,0.30039525691699603,0.2876728298990371,1.0
0.2391304347826022,0.3456790123456841,0.2297696396928529,0.48184357541899436,0.18577075098814227,0.7555555555555535,0.5721416358722631,0.1857707509881423,0.3911392719479193,0.0
0.3152173913043441,0.3703703703703738,0.11399881866509154,0.553072625698324,0.0,0.6444444444444437,0.5634788363911918,0.0,0.513678950344764,1.0
0.3152173913043441,0.308641975308646,0.17601890135853515,0.5279329608938547,0.6482213438735177,0.5333333333333339,0.5874852822334077,0.6482213438735178,0.4545388137525282,0.5
0.6413043478260789,0.6049382716049436,0.10868281157708204,0.6620111731843575,0.2727272727272727,0.4000000000000099,0.6851513022375803,0.2727272727272727,0.6132822360963887,0.0
0.7173913043478208,0.6419753086419746,0.3514471352628471,0.33240223463687146,0.40711462450592883,0.31111111111111467,0.44253536460494025,0.40711462450592883,0.2413122709681616,1.0
0.2608695652173836,0.4197530864197603,0.18251624335499117,0.4706703910614525,0.23715415019762845,0.8444444444444488,0.5204693858464845,0.23715415019762845,0.40476067955698075,0.5
0.3260869565217348,0.2716049382716008,0.31600708800945065,0.3393854748603352,0.5810276679841897,0.44444444444443865,0.4323138607189704,0.5810276679841897,0.2556426198786744,0.5
0.7173913043478208,0.6296296296296333,0.21086828115770817,0.5391061452513967,0.24505928853754938,0.2888888888889003,0.6321073923354908,0.2450592885375494,0.44464793249260054,0.5
0.10869565217390686,0.20987654320987303,0.09864146485528646,0.6410614525139664,0.18972332015810275,0.7777777777777677,0.6505420694318883,0.18972332015810275,0.6027347915706269,1.0
0.7065217391304301,0.6296296296296333,0.1783815711754282,0.46089385474860334,0.8063241106719367,0.31111111111111467,0.5049171128957611,0.8063241106719368,0.39889123891826794,0.0
0.3478260869565162,0.45679012345679126,0.4979326639102185,0.22905027932960895,0.23320158102766797,0.7333333333333265,0.348555081016659,0.233201581027668,0.14701876886531773,0.0
0.3152173913043441,0.3950617283950635,0.09923213230950978,0.5642458100558658,0.2608695652173913,0.6888888888888849,0.5630447971645969,0.2608695652173913,0.5337565426647618,0.5
0.46739130434782794,0.45679012345679126,0.06792675723567632,0.8030726256983239,0.32806324110671936,0.48888888888888027,0.7975015167392865,0.32806324110671936,0.7787044010257468,1.0
0.5760869565217348,0.7407407407407405,0.13053750738334313,0.6634078212290503,0.8300395256916996,0.7777777777777677,0.7098855431365451,0.8300395256916996,0.5974310402591414,1.0
0.6956521739130395,0.6049382716049436,0.19905493207324276,0.5572625698324022,0.5770750988142292,0.2888888888889003,0.6452065043535813,0.5770750988142292,0.46528671275786293,1.0
0.7065217391304301,0.654320987654323,0.09096278795038393,0.6759776536312848,0.6561264822134387,0.35555555555555585,0.6822976741732273,0.6561264822134387,0.6403942892093806,0.5
0.6195652173912976,0.5061728395061778,0.251624335499114,0.3701117318435754,0.5652173913043478,0.26666666666667327,0.43659070580533466,0.5652173913043478,0.2979209234413485,1.0
0.6195652173912976,0.48148148148148806,0.3284111045481394,0.3282122905027933,0.525691699604743,0.22222222222223187,0.42305395755048414,0.525691699604743,0.2444806934872249,0.5
0.35869565217391397,0.518518518518519,0.23390431187241578,0.4539106145251396,0.11857707509881422,0.8222222222222093,0.5379184821576306,0.11857707509881422,0.36798885775388274,0.5
0.3913043478260789,0.5432098765432158,0.1907855877141169,0.5684357541899441,0.525691699604743,0.8000000000000076,0.6520384256605911,0.525691699604743,0.4788355986973179,0.0
0.9021739130434767,0.864197530864196,0.27702303603071465,0.39525139664804465,0.07509881422924901,0.3333333333333288,0.48795481196029855,0.07509881422924901,0.30769042940717517,0.5
0.5326086956521721,0.7530864197530889,0.15829887773183693,0.6089385474860335,0.691699604743083,0.88888888888889,0.6720965533448598,0.691699604743083,0.5318066325525885,0.5
0.5869565217391255,0.8148148148148167,0.4311872415829888,0.270949720670391,0.23715415019762845,0.88888888888889,0.3883739835448776,0.23715415019762845,0.18366761365049475,0.5
0.4999999999999929,0.4320987654321016,0.30419373892498525,0.361731843575419,0.05138339920948616,0.3777777777777829,0.4576703843765063,0.05138339920948617,0.27481882624393084,1.0
0.5652173913043441,0.7160493827160508,0.07914943886591852,0.6284916201117318,0.3162055335968379,0.7555555555555535,0.6165107562593972,0.31620553359683795,0.6071866350391467,0.5
0.7826086956521721,0.7777777777777786,0.279976373301831,0.3421787709497207,0.1818181818181818,0.4222222222222245,0.415114157112608,0.18181818181818182,0.26816058964618683,1.0
0.4347826086956488,0.3703703703703738,0.14176018901358534,0.6159217877094972,0.3359683794466403,0.39999999999999747,0.6643557874694556,0.3359683794466403,0.5488238524753982,0.5
0.46739130434782794,0.4320987654321016,0.13290017720023628,0.6019553072625698,0.11067193675889328,0.44444444444443865,0.6388949505171303,0.11067193675889328,0.5430756148764845,1.0
0.6521739130434767,0.654320987654323,0.106320141760189,0.5572625698324022,0.308300395256917,0.4666666666666657,0.5614381326241628,0.308300395256917,0.5225943435152384,0.5
0.5434782608695627,0.5679012345679055,0.31659775546367397,0.3477653631284916,0.0,0.5333333333333339,0.44491898334104707,0.0,0.26133639689552324,0.5
0.6413043478260789,0.518518518518519,0.2805670407560543,0.39525139664804465,0.6758893280632411,0.24444444444444624,0.49032164464896766,0.6758893280632411,0.306469079543632,0.5
0.7608695652173907,0.7160493827160508,0.2344949793266391,0.43296089385474856,0.16205533596837943,0.35555555555555585,0.5102167078724165,0.16205533596837945,0.35178679317794687,0.5
0.3369565217391255,0.46913580246913966,0.20437093916125215,0.4776536312849161,0.5059288537549407,0.7777777777777806,0.5465369185133316,0.5059288537549407,0.3997107343312704,1.0
0.3369565217391255,0.48148148148148806,0.1836975782634377,0.4636871508379887,0.5691699604743082,0.8000000000000076,0.5125211923848897,0.5691699604743083,0.398551397236634,0.5
0.22826086956521152,0.45679012345679126,0.2669816893089191,0.43016759776536306,0.20158102766798416,0.9777777777777727,0.5298084232386042,0.2015810276679842,0.3368805926093981,0.5
0.38043478260869534,0.49382716049382935,0.24453632604843467,0.5642458100558658,0.043478260869565216,0.7333333333333265,0.6957744722586586,0.043478260869565216,0.44659721604096003,0.5
0.28260869565216495,0.2716049382716008,0.09923213230950978,0.6955307262569832,0.32411067193675885,0.5333333333333339,0.7136204386913597,0.3241106719367589,0.6508413587772662,1.0
0.5760869565217348,0.654320987654323,0.13762551683402247,0.6983240223463687,0.37154150197628455,0.6222222222222167,0.7593768059988539,0.3715415019762846,0.6217795300754584,1.0
0.3152173913043441,0.3333333333333357,0.11045481393975187,0.6256983240223463,0.826086956521739,0.5777777777777755,0.6447808581507052,0.8260869565217391,0.5799341249259194,0.5
0.6195652173912976,0.790123456790127,0.12344949793266391,0.63268156424581,0.18972332015810275,0.7777777777777806,0.6660667653046788,0.18972332015810275,0.5762836641030619,0.5
0.03260869565217206,0.06172839506172778,0.1512108682811577,0.5293296089385474,0.2292490118577075,0.6666666666666583,0.5678408107181311,0.22924901185770752,0.46990291207530693,0.5
0.5652173913043441,0.7777777777777786,0.12226816302421739,0.5391061452513967,0.4268774703557312,0.8666666666666634,0.5544119727682352,0.4268774703557312,0.49607380238906656,0.0
0.28260869565216495,0.5061728395061778,0.31010041346721795,0.3533519553072625,0.13833992094861658,0.9555555555555586,0.4491478682918759,0.1383399209486166,0.26713994760077986,1.0
0.5326086956521721,0.7283950617283992,0.17660956881275836,0.5041899441340782,0.0909090909090909,0.8444444444444488,0.5580917141671844,0.09090909090909091,0.43492669432888503,1.0
0.7826086956521721,0.7777777777777786,0.38865918487891304,0.28910614525139666,0.8023715415019762,0.4222222222222245,0.3961171474270587,0.8023715415019763,0.20381207111312,1.0
0.25,0.3580246913580325,0.12699350265800358,0.5991620111731844,0.2964426877470355,0.7555555555555535,0.6298592609822716,0.2964426877470356,0.5447893652167001,0.5
0.7608695652173907,0.7407407407407405,0.17542823390431184,0.5432960893854748,0.4624505928853755,0.39999999999999747,0.6062988444005343,0.4624505928853755,0.4673622845122629,0.5
0.5869565217391255,0.6913580246913611,0.12167749556999408,0.6773743016759776,0.2608695652173913,0.6666666666666707,0.7169896382127177,0.2608695652173913,0.6163566549702231,0.0
0.46739130434782794,0.4197530864197603,0.24808033077377434,0.5125698324022345,0.0,0.4222222222222245,0.6285631383194288,0.0,0.40603563869647175,0.0
0.4782608695652115,0.4197530864197603,0.10868281157708204,0.579608938547486,0.40316205533596833,0.4000000000000099,0.5895091999529992,0.4031620553359684,0.5406625273492776,1.0
0.7391304347826093,0.6913580246913611,0.20259893679858243,0.5642458100558658,0.8063241106719367,0.35555555555555585,0.6574663139998034,0.8063241106719368,0.46883948570094536,1.0
0.7826086956521721,0.7654320987654302,0.15888954518606024,0.5879888268156425,0.2569169960474308,0.39999999999999747,0.6468299549414528,0.25691699604743085,0.5140473779693437,0.5
0.9673913043478208,0.9382716049382722,0.26993502658003543,0.4567039106145251,0.1067193675889328,0.3333333333333417,0.5689498888523858,0.1067193675889328,0.3552188697450951,0.0
0.2717391304347814,0.3827160493827222,0.24276432368576495,0.39525139664804465,0.27667984189723316,0.7555555555555535,0.46507542930316326,0.2766798418972332,0.31997534748786494,0.5
0.6195652173912976,0.7283950617283992,0.26048434731246306,0.43575418994413406,0.616600790513834,0.6666666666666707,0.532856289851875,0.616600790513834,0.3435035867031483,1.0
0.6086956521739069,0.6172839506172849,0.2894270525694034,0.3337988826815642,0.07114624505928853,0.4888888888888927,0.40876903118128205,0.07114624505928854,0.2592925209102924,0.5
0.9456521739130395,0.9259259259259238,0.2622563496751329,0.37849162011173176,0.8142292490118577,0.35555555555555585,0.4548994875459519,0.8142292490118577,0.30048941733803547,0.0
0.28260869565216495,0.4197530864197603,0.23036030714707623,0.4832402234636871,0.23320158102766797,0.8000000000000076,0.5744784934762227,0.233201581027668,0.39193914610821406,1.0
0.7608695652173907,0.6172839506172849,0.1955109273479031,0.4636871508379887,0.541501976284585,0.17777777777777803,0.5215856580010696,0.541501976284585,0.39287685057714233,0.5
0.6086956521739069,0.7654320987654302,0.1842882457176609,0.5069832402234636,0.11067193675889328,0.7555555555555535,0.5679846911247373,0.11067193675889328,0.4331201570162408,1.0
0.2391304347826022,0.3580246913580325,0.22681630242173656,0.5628491620111731,0.3043478260869565,0.7777777777777806,0.6777270732567092,0.30434782608695654,0.4546748536952196,0.5
0.4347826086956488,0.3703703703703738,0.14884819846426456,0.6382681564245809,0.8221343873517786,0.39999999999999747,0.698604120255244,0.8221343873517787,0.5627102107069882,1.0
0.021739130434781373,0.03703703703703809,0.2793857058476078,0.44692737430167595,0.08300395256916995,0.6444444444444437,0.5623325891518971,0.08300395256916997,0.3443960242031901,1.0
0.2608695652173836,0.3827160493827222,0.10750147666863552,0.7318435754189944,0.4150197628458498,0.7777777777777806,0.7648370674295527,0.4150197628458498,0.6758637402822154,1.0
0.22826086956521152,0.3580246913580325,0.16420555227406963,0.6075418994413407,0.34782608695652173,0.8000000000000076,0.6761419907772661,0.34782608695652173,0.5267929920525768,0.5
0.3152173913043441,0.3580246913580325,0.1565268753691671,0.48743016759776536,0.02766798418972332,0.6222222222222296,0.5208818430120884,0.02766798418972332,0.43194554868377905,0.5
0.30434782608695343,0.46913580246913966,0.17660956881275836,0.5195530726256983,0.18972332015810275,0.8444444444444363,0.57744003184553,0.18972332015810275,0.4474046016052089,0.5
0.4239130434782581,0.3580246913580325,0.173656231541642,0.7039106145251396,0.6442687747035573,0.4000000000000099,0.8063225846676244,0.6442687747035574,0.5992731939956921,0.0
0.6413043478260789,0.827160493827158,0.19905493207324276,0.4888268156424581,0.40316205533596833,0.7999999999999947,0.5567859994772345,0.4031620553359684,0.4111067424320311,1.0
0.891304347826086,0.8765432098765444,0.25930301240401654,0.4720670391061452,0.3636363636363636,0.3777777777777829,0.582094562999235,0.36363636363636365,0.37088821347742784,0.5
0.6086956521739069,0.6419753086419746,0.2557590076786769,0.4106145251396648,0.7154150197628458,0.5333333333333339,0.4948694645011066,0.7154150197628458,0.3266443063148481,0.5
0.8804347826086882,0.8765432098765444,0.20378027170702895,0.43575418994413406,0.3636363636363636,0.4000000000000099,0.49164894139990833,0.36363636363636365,0.3669965862492136,0.5
0.5652173913043441,0.7777777777777786,0.12640283520378026,0.691340782122905,0.1067193675889328,0.8666666666666634,0.7386532314340322,0.1067193675889328,0.6246750997219568,1.0
0.5869565217391255,0.6172839506172849,0.16656822209096278,0.541899441340782,0.3162055335968379,0.5333333333333339,0.5967367923781753,0.31620553359683795,0.47132619713466334,0.5
0.5869565217391255,0.5925925925925952,0.23567631423508562,0.4762569832402235,0.5098814229249011,0.4888888888888927,0.5693143858824546,0.5098814229249012,0.3842245637011282,0.0
0.6739130434782581,0.5925925925925952,0.336089781453042,0.3449720670391061,0.450592885375494,0.31111111111111467,0.4524259435557164,0.4505928853754941,0.2539470801734754,1.0
0.4130434782608674,0.5679012345679055,0.26639102185469576,0.3701117318435754,0.9565217391304347,0.7999999999999947,0.445912957150017,0.9565217391304348,0.29290738424532564,0.5
0.4782608695652115,0.4197530864197603,0.10572947430596569,0.7081005586592177,0.5494071146245059,0.4000000000000099,0.7353307930448212,0.549407114624506,0.6564266017073774,0.5
0.9021739130434767,0.8518518518518547,0.15829887773183693,0.5223463687150838,0.43478260869565216,0.31111111111111467,0.5653468836702933,0.43478260869565216,0.4599583432128443,0.0
0.4999999999999929,0.6913580246913611,0.28292971057294747,0.3198324022346368,0.10276679841897232,0.8444444444444488,0.3852625697520221,0.10276679841897234,0.25109916418171896,0.5
